gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
Gm216,0.0000000000000000125247216869992,1.03288165787292,0.158,0.007,0.000000000000293078487475782,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mycbpap,0.000000000000445188817411809,1.02843619402232,0.123,0.006,0.0000000104174183274363,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cd55,0.000000241147299819697,1.02725095729316,0.167,0.043,0.00564284681578091,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Jag1,0.0000000352900047459415,1.02719757050807,0.123,0.015,0.00082578611105503,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Krt8,0.0000000419131699080754,1.02507738338559,0.211,0.05,0.000980768175848965,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tctex1d4,0.00000000530974074140028,1.02341386090883,0.123,0.015,0.000124247933348767,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Atp1a1,0.00000000735366958442009,1.02190200323014,0.281,0.092,0.00017207586827543,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Upf3b,0.000000777220689241125,1.01721193831234,0.149,0.052,0.0181869641282423,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam154b,0.000000000000191567117359544,1.01640383183214,0.149,0.01,0.00000000448267054621334,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Eml2,0.0000000175499743938835,1.01609538506351,0.114,0.014,0.000410669400816875,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mns1,0.000000000158481879746089,1.01522760206451,0.184,0.027,0.00000370847598605848,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gsta4,0.0000000808727908281702,1.00937564137833,0.184,0.049,0.00189242330537918,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cdkl2,0.00000107372047189678,1.00803552689267,0.114,0.017,0.0251250590423847,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ankrd42,0.0000000000255258634239249,1.00514301263111,0.105,0.005,0.000000597305204119842,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dixdc1,0.0000000000595592899766395,1.00379001612354,0.132,0.011,0.00000139368738545336,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Crip2,0.000000441037184617258,0.996567195664293,0.298,0.115,0.0103202701200438,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Aebp1,0.000000159317305461915,0.996187580193104,0.193,0.043,0.0037280249478088,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gipc2,0.0000000000206286107416218,0.992607394462255,0.167,0.02,0.000000482709491353951,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Srek1,0.00000365298352463169,0.992214989032828,0.158,0.045,0.0854798144763815,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ankrd32,0.00000157902073645125,0.988715206481258,0.105,0.018,0.0369490852329592,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Golgb1,0.00000000902571680259847,0.98788231224462,0.281,0.088,0.000211201773180804,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700088E04Rik,0.000000000360260357517153,0.987210028859089,0.14,0.014,0.00000843009236590138,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Map7,0.000000151572025709417,0.987180953455679,0.123,0.019,0.00354678540160035,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ift88,0.0000000000645447485953596,0.98161283963079,0.158,0.017,0.00000151034711713141,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Krt19,0.00000000119254411365202,0.980111261172375,0.254,0.06,0.0000279055322594573,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gm20661,0.000000000000000291009093726696,0.977212321772456,0.114,0.002,0.00000000000680961279320469,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Spice1,0.00000000000199646467594233,0.97093195262958,0.149,0.013,0.0000000467172734170506,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gfra1,0.0000000000243651701181485,0.968993151830865,0.105,0.006,0.000000570144980764675,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arglu1,0.00000000172181319883196,0.96770855120347,0.254,0.072,0.0000402904288526678,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arid4b,0.0000123348566794022,0.967648457069183,0.175,0.06,0.28863564629801,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gm5918,0.0000000560512876607118,0.966269610572832,0.114,0.014,0.00131160013126066,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Uvssa,0.00000436129080037156,0.965919739024807,0.105,0.02,0.102054204728694,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dusp14,0.000000000441498702334935,0.965286738888766,0.132,0.012,0.0000103310696346375,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Eif4g3,0.000180764186257248,0.963625931664331,0.184,0.081,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc88c,0.00000000014159117823623,0.963625032802542,0.14,0.014,0.00000331323357072779,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700094D03Rik,0.000000000433708241532752,0.962320788498555,0.175,0.025,0.0000101487728518664,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ezr,0.0000000311313009891321,0.961534633407233,0.386,0.18,0.000728472443145692,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rif1,0.00000519054936497125,0.961033414888815,0.114,0.025,0.121458855140327,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tubgcp3,0.0000000356545439844066,0.960254134164,0.14,0.02,0.000834316329235114,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Net1,0.000000167029793435478,0.958134486421089,0.254,0.077,0.00390849716639018,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gstz1,0.0000012075226457426,0.95744966870536,0.114,0.021,0.0282560299103767,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ankrd65,0.00000000168395198587732,0.954870264802767,0.105,0.007,0.0000394044764695292,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Adam28,0.000000000317488767347041,0.954067664292522,0.105,0.007,0.00000742923715592076,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Psme4,0.000658859481333992,0.953704607654482,0.114,0.039,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Phf20l1,0.000000354549176568135,0.95353501156055,0.184,0.061,0.00829645073169435,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Pcnt,0.000231361804831301,0.952650148924779,0.14,0.044,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Chuk,0.000000612243657330782,0.951441239368037,0.132,0.031,0.0143265015815403,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cldn7,0.000000363000686039332,0.951406747483167,0.158,0.031,0.00849421605332036,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dock9,0.0000254841814926672,0.951093811737443,0.114,0.022,0.596329846928413,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
4931406C07Rik,0.00000626312801407681,0.950399996910895,0.149,0.035,0.146557195529397,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Nebl,0.00000661049607406509,0.946411107400383,0.105,0.017,0.154685608133123,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Spa17,0.00000000522765023232771,0.945511204273604,0.158,0.023,0.000122327015436468,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Nme5,0.0000000563973032760881,0.944795542445033,0.123,0.014,0.00131969689666046,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cbx6,0.00000573123408415728,0.942670269363732,0.105,0.017,0.13411087756928,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sult1d1,0.0000000211509986564455,0.937707685223843,0.123,0.014,0.000494933368560826,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc104,0.0000180047218325689,0.937588251453215,0.175,0.067,0.421310490882112,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ank3,0.0000189349074798009,0.937201845463886,0.132,0.033,0.443076835027341,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Phtf1,0.00000251969988665801,0.937035106778443,0.114,0.018,0.0589609773477974,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sbno1,0.000009860046986329,0.936379705759256,0.158,0.06,0.230725099480099,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Chchd10,0.000000167118746319055,0.93551642753798,0.298,0.107,0.00391057866386589,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam216a,0.00000782738049722159,0.93315328236754,0.114,0.021,0.183160703634985,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Casc1,0.00000000000000905200918938597,0.933147531601628,0.123,0.004,0.000000000211817015031632,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mgea5,0.0000757118022551097,0.931405985048785,0.14,0.046,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cyb561,0.00000180081176614726,0.928443632476625,0.114,0.019,0.0421389953278459,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Nd1,0.0000000000000000000000000177162084694077,0.928013286654592,0.868,0.669,0.00000000000000000000041455927818414,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
3300002A11Rik,0.000000000000885430613335545,0.924462468617765,0.167,0.017,0.0000000207190763520518,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Safb2,0.0000286330799919047,0.919551817660077,0.202,0.071,0.670014071810569,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Kif3a,0.000000062507790411527,0.917052545226885,0.158,0.028,0.00146268229562973,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
4930402H24Rik,0.00000315462328722987,0.915777428572875,0.114,0.018,0.0738181849211789,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700026D08Rik,0.0000000356084195191868,0.915731496667037,0.105,0.009,0.000833237016748971,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cbr1,0.0000106523026466019,0.913491273867628,0.158,0.044,0.249263881930485,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Stim1,0.0000290375262998188,0.904004666228283,0.132,0.031,0.67947811541576,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Scnn1a,0.00000404840501223329,0.89754397338603,0.167,0.04,0.0947326772862589,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dsp,0.000000000280866129062504,0.897461078580414,0.132,0.013,0.0000065722674200626,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rmdn1,0.0000829499393725186,0.889667630115556,0.114,0.028,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arl3,0.000000411984431303792,0.886017113765131,0.211,0.056,0.00964043569250874,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1110017D15Rik,0.000000429393855551064,0.884206010333483,0.132,0.02,0.0100478162198949,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Atp8a1,0.000598461385003282,0.882879863196997,0.149,0.079,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dalrd3,0.00000003314856418977,0.878220085342987,0.14,0.022,0.000775676402040618,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tsc22d1,0.00000161904203434812,0.875838315892364,0.211,0.068,0.0378855836037459,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Txnrd1,0.0000360539890881966,0.868159858140689,0.184,0.077,0.8436633446638,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arl13b,0.0000114275135125858,0.865431898658766,0.114,0.022,0.267403816194509,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Casz1,0.000000776375612334315,0.862599280660357,0.105,0.014,0.018167189328623,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arid2,0.000121690493192261,0.855388056819195,0.114,0.029,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cyp2b10,0.000101869434685761,0.854134914832814,0.132,0.037,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sptbn1,0.000000994166764357233,0.850313282860421,0.316,0.15,0.0232635022859593,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Spag6,0.0000000000000580603477770825,0.848645256792484,0.14,0.008,0.00000000135861213798373,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sfrs18,0.0000915102196573457,0.845705523646751,0.254,0.125,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Usp34,0.000119260174985498,0.834398749920917,0.14,0.05,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Spop,0.000141789612732568,0.82681641475772,0.263,0.128,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mdm2,0.000767229459249812,0.826491224971471,0.132,0.043,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Prr15l,0.000630365279300664,0.822595094376122,0.175,0.068,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hectd1,0.00273381271491947,0.819648180201793,0.149,0.058,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fgf1,0.0000154016791123209,0.815381023559684,0.105,0.019,0.360399291228308,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Malat1,0.0000000000000000376909372754639,0.813812001217433,0.921,0.767,0.000000000000881967932245855,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Med1,0.00000859414777031377,0.813107081629329,0.132,0.029,0.201103057825342,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Snrnp70,0.0000150583720866145,0.812302112283839,0.316,0.14,0.352365906826779,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cbr3,0.00000237044314966208,0.8103570715754,0.132,0.024,0.0554683697020926,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Smarcc2,0.00209460069541536,0.807045347461425,0.149,0.062,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Adipor2,0.000613355327150899,0.802727864057423,0.211,0.093,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Napg,0.0000266662229186942,0.800312843374567,0.14,0.038,0.623989616297444,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lpin2,0.000678479450485224,0.798329654519895,0.167,0.071,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lztfl1,0.00000607228934004439,0.798032333595834,0.132,0.03,0.142091570557039,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Scgb3a2,0.000122265129106607,0.796582031613541,0.246,0.131,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rnf20,0.00123479405654576,0.792208315762457,0.114,0.049,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Trip11,0.00118237914717898,0.79011215065615,0.149,0.056,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sec23b,0.000384600935963985,0.788240154978233,0.105,0.031,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Safb,0.000294835888291507,0.783582317338347,0.202,0.079,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Scgb1a1,0.000000000000000109067469179847,0.782871852403002,0.947,0.865,0.00000000000255217877880843,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Atp1b1,0.00000546035652325322,0.780815666557812,0.368,0.17,0.127772342644125,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cpm,0.00407684346288256,0.780323850966243,0.105,0.046,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Nek1,0.000000210245278800476,0.77818866135696,0.114,0.014,0.00491973952393115,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Foxa2,0.000000268823567509762,0.775840731759841,0.114,0.014,0.00629047147972843,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Kifap3,0.0000299781072992389,0.77518306813467,0.114,0.025,0.70148771080219,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Trim37,0.000577554786899874,0.773795424780465,0.114,0.03,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Akip1,0.000513190947166971,0.77350802427365,0.105,0.027,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rfk,0.0000379828330245691,0.768314467979373,0.175,0.056,0.888798292774917,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Por,0.0000106792355747185,0.765910116995607,0.246,0.09,0.249894112448413,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Wls,0.001316899665833,0.761443099003264,0.132,0.082,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Akap8l,0.0000917200590267559,0.759280746957835,0.149,0.047,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mr1,0.00000222217887363425,0.758936023487395,0.123,0.024,0.0519989856430416,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tob1,0.0000709351764817068,0.751496917040917,0.149,0.039,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
F3,0.000167834076542312,0.750585262014805,0.105,0.022,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Son,0.00000952214282378255,0.746707429699187,0.421,0.258,0.222818142076512,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Srrm2,0.000313139670895441,0.744716762939682,0.325,0.203,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tef,0.000547921748217473,0.744060038880819,0.105,0.025,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tnks2,0.000250034075986358,0.742486337039557,0.105,0.038,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ifi35,0.00429876694711092,0.742100626241101,0.105,0.04,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ckb,0.0000283992113357119,0.740458491829051,0.158,0.053,0.66454154525566,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ift20,0.000471565732025494,0.740029223006737,0.175,0.091,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Abcc5,0.00325341767454614,0.739843328180397,0.114,0.037,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Prkcz,0.000000596771541476428,0.737968311876853,0.105,0.012,0.0139644540705484,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Man1a2,0.00745132783341086,0.737685331076767,0.114,0.043,1,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
